Authority,Format,Content age group,Period,Count
E08000001,Physical audiobook,Unknown,2023-07-01/P1M,4212
E08000001,Physical audiobook,Unknown,2023-08-01/P1M,4396
E08000001,Physical audiobook,Unknown,2023-09-01/P1M,4254
E08000001,Physical audiobook,Unknown,2023-10-01/P1M,4311
E08000001,Physical audiobook,Unknown,2023-11-01/P1M,4123
E08000001,Physical audiobook,Unknown,2023-12-01/P1M,3903
E08000001,Physical audiobook,Unknown,2024-01-01/P1M,4057
E08000001,Physical audiobook,Unknown,2024-02-01/P1M,4138
E08000001,Physical audiobook,Unknown,2024-03-01/P1M,4236
E06000058,Physical book,Adult,2023-04-01/P1M,39673
E06000058,Physical book,Adult,2023-05-01/P1M,41612
E06000058,Physical book,Adult,2023-06-01/P1M,41592
E06000058,Physical book,Adult,2023-07-01/P1M,43702
E06000058,Physical book,Adult,2023-08-01/P1M,46591
E06000058,Physical book,Adult,2023-09-01/P1M,42418
E06000058,Physical book,Adult,2023-10-01/P1M,42841
E06000058,Physical book,Adult,2023-11-01/P1M,39784
E06000058,Physical book,Adult,2023-12-01/P1M,40609
E06000058,Physical book,Adult,2024-01-01/P1M,42042
E06000058,Physical book,Adult,2024-02-01/P1M,38721
E06000058,Physical book,Adult,2024-03-01/P1M,39825
E06000058,Physical book,Under 12,2023-04-01/P1M,28597
E06000058,Physical book,Under 12,2023-05-01/P1M,25883
E06000058,Physical book,Under 12,2023-06-01/P1M,26601
E06000058,Physical book,Under 12,2023-07-01/P1M,41798
E06000058,Physical book,Under 12,2023-08-01/P1M,43413
E06000058,Physical book,Under 12,2023-09-01/P1M,30257
E06000058,Physical book,Under 12,2023-10-01/P1M,31068
E06000058,Physical book,Under 12,2023-11-01/P1M,27261
E06000058,Physical book,Under 12,2023-12-01/P1M,23181
E06000058,Physical book,Under 12,2024-01-01/P1M,25407
E06000058,Physical book,Under 12,2024-02-01/P1M,28696
E06000058,Physical book,Under 12,2024-03-01/P1M,262343
E06000058,Physical book,12-17,2023-04-01/P1M,1466
E06000058,Physical book,12-17,2023-05-01/P1M,1295
E06000058,Physical book,12-17,2023-06-01/P1M,1365
E06000058,Physical book,12-17,2023-07-01/P1M,2057
E06000058,Physical book,12-17,2023-08-01/P1M,2295
E06000058,Physical book,12-17,2023-09-01/P1M,1610
E06000058,Physical book,12-17,2023-10-01/P1M,1613
E06000058,Physical book,12-17,2023-11-01/P1M,1255
E06000058,Physical book,12-17,2023-12-01/P1M,1937
E06000058,Physical book,12-17,2024-01-01/P1M,1340
E06000058,Physical book,12-17,2024-02-01/P1M,1570
E06000058,Physical book,12-17,2024-03-01/P1M,1454
E06000058,Physical audiobook,Adult,2023-04-01/P1M,1394
E06000058,Physical audiobook,Adult,2023-05-01/P1M,1394
E06000058,Physical audiobook,Adult,2023-06-01/P1M,1383
E06000058,Physical audiobook,Adult,2023-07-01/P1M,1413
E06000058,Physical audiobook,Adult,2023-08-01/P1M,1414
E06000058,Physical audiobook,Adult,2023-09-01/P1M,1468
E06000058,Physical audiobook,Adult,2023-10-01/P1M,1505
E06000058,Physical audiobook,Adult,2023-11-01/P1M,1393
E06000058,Physical audiobook,Adult,2023-12-01/P1M,1526
E06000058,Physical audiobook,Adult,2024-01-01/P1M,1534
E06000058,Physical audiobook,Adult,2024-02-01/P1M,1265
E06000058,Physical audiobook,Adult,2024-03-01/P1M,1277
E06000058,Physical audiobook,Under 12,2023-04-01/P1M,133
E06000058,Physical audiobook,Under 12,2023-05-01/P1M,111
E06000058,Physical audiobook,Under 12,2023-06-01/P1M,106
E06000058,Physical audiobook,Under 12,2023-07-01/P1M,160
E06000058,Physical audiobook,Under 12,2023-08-01/P1M,162
E06000058,Physical audiobook,Under 12,2023-09-01/P1M,128
E06000058,Physical audiobook,Under 12,2023-10-01/P1M,135
E06000058,Physical audiobook,Under 12,2023-11-01/P1M,143
E06000058,Physical audiobook,Under 12,2023-12-01/P1M,209
E06000058,Physical audiobook,Under 12,2024-01-01/P1M,116
E06000058,Physical audiobook,Under 12,2024-02-01/P1M,167
E06000058,Physical audiobook,Under 12,2024-03-01/P1M,122
E06000058,Ebook,Unknown,2023-04-01/P1M,4637
E06000058,Ebook,Unknown,2023-05-01/P1M,4733
E06000058,Ebook,Unknown,2023-06-01/P1M,4226
E06000058,Ebook,Unknown,2023-07-01/P1M,4339
E06000058,Ebook,Unknown,2023-08-01/P1M,4403
E06000058,Ebook,Unknown,2023-09-01/P1M,3946
E06000058,Ebook,Unknown,2023-10-01/P1M,4172
E06000058,Ebook,Unknown,2023-11-01/P1M,4083
E06000058,Ebook,Unknown,2023-12-01/P1M,3931
E06000058,Ebook,Unknown,2024-01-01/P1M,3836
E06000058,Ebook,Unknown,2024-02-01/P1M,3723
E06000058,Ebook,Unknown,2024-03-01/P1M,3872
E06000058,Physical audiobook,Unknown,2023-04-01/P1M,11342
E06000058,Physical audiobook,Unknown,2023-05-01/P1M,11520
E06000058,Physical audiobook,Unknown,2023-06-01/P1M,11379
E06000058,Physical audiobook,Unknown,2023-07-01/P1M,11514
E06000058,Physical audiobook,Unknown,2023-08-01/P1M,12388
E06000058,Physical audiobook,Unknown,2023-09-01/P1M,12097
E06000058,Physical audiobook,Unknown,2023-10-01/P1M,12963
E06000058,Physical audiobook,Unknown,2023-11-01/P1M,12114
E06000058,Physical audiobook,Unknown,2023-12-01/P1M,12054
E06000058,Physical audiobook,Unknown,2024-01-01/P1M,12724
E06000058,Physical audiobook,Unknown,2024-02-01/P1M,12274
E06000058,Physical audiobook,Unknown,2024-03-01/P1M,13166
E06000036,Physical book,Adult,2023-04-01/P1M,9111
E06000036,Physical book,Adult,2023-05-01/P1M,11003
E06000036,Physical book,Adult,2023-06-01/P1M,11417
E06000036,Physical book,Adult,2023-07-01/P1M,12571
E06000036,Physical book,Adult,2023-08-01/P1M,12348
E06000036,Physical book,Adult,2023-09-01/P1M,12130
E06000036,Physical book,Adult,2023-10-01/P1M,11337
E06000036,Physical book,Adult,2023-11-01/P1M,11174
E06000036,Physical book,Adult,2023-12-01/P1M,9111
E06000036,Physical book,Adult,2024-01-01/P1M,11452
E06000036,Physical book,Adult,2024-02-01/P1M,11482
E06000036,Physical book,Adult,2024-03-01/P1M,11003
E06000036,Physical book,Under 12,2023-04-01/P1M,5927
E06000036,Physical book,Under 12,2023-05-01/P1M,5451
E06000036,Physical book,Under 12,2023-06-01/P1M,5423
E06000036,Physical book,Under 12,2023-07-01/P1M,11083
E06000036,Physical book,Under 12,2023-08-01/P1M,12663
E06000036,Physical book,Under 12,2023-09-01/P1M,7594
E06000036,Physical book,Under 12,2023-10-01/P1M,6389
E06000036,Physical book,Under 12,2023-11-01/P1M,6053
E06000036,Physical book,Under 12,2023-12-01/P1M,4626
E06000036,Physical book,Under 12,2024-01-01/P1M,5347
E06000036,Physical book,Under 12,2024-02-01/P1M,6110
E06000036,Physical book,Under 12,2024-03-01/P1M,5934
E06000036,Physical book,12-17,2023-04-01/P1M,1028
E06000036,Physical book,12-17,2023-05-01/P1M,862
E06000036,Physical book,12-17,2023-06-01/P1M,695
E06000036,Physical book,12-17,2023-07-01/P1M,1361
E06000036,Physical book,12-17,2023-08-01/P1M,1415
E06000036,Physical book,12-17,2023-09-01/P1M,799
E06000036,Physical book,12-17,2023-10-01/P1M,624
E06000036,Physical book,12-17,2023-11-01/P1M,518
E06000036,Physical book,12-17,2023-12-01/P1M,444
E06000036,Physical book,12-17,2024-01-01/P1M,455
E06000036,Physical book,12-17,2024-02-01/P1M,456
E06000036,Physical book,12-17,2024-03-01/P1M,427
E08000032,Physical book,Unknown,2023-04-01/P1M,45857
E08000032,Physical book,Unknown,2023-05-01/P1M,44947
E08000032,Physical book,Unknown,2023-06-01/P1M,45450
E08000032,Physical book,Unknown,2023-07-01/P1M,57885
E08000032,Physical book,Unknown,2023-08-01/P1M,60897
E08000032,Physical book,Unknown,2023-09-01/P1M,50800
E08000032,Physical book,Unknown,2023-10-01/P1M,50058
E08000032,Physical book,Unknown,2023-11-01/P1M,44886
E08000032,Physical book,Unknown,2023-12-01/P1M,39969
E08000032,Physical book,Unknown,2024-01-01/P1M,47308
E08000032,Physical book,Unknown,2024-02-01/P1M,46085
E08000032,Physical book,Unknown,2024-03-01/P1M,46959
E08000032,Physical audiobook,Unknown,2023-04-01/P1M,727
E08000032,Physical audiobook,Unknown,2023-05-01/P1M,941
E08000032,Physical audiobook,Unknown,2023-06-01/P1M,938
E08000032,Physical audiobook,Unknown,2023-07-01/P1M,1010
E08000032,Physical audiobook,Unknown,2023-08-01/P1M,860
E08000032,Physical audiobook,Unknown,2023-09-01/P1M,847
E08000032,Physical audiobook,Unknown,2023-10-01/P1M,760
E08000032,Physical audiobook,Unknown,2023-11-01/P1M,743
E08000032,Physical audiobook,Unknown,2023-12-01/P1M,718
E08000032,Physical audiobook,Unknown,2024-01-01/P1M,872
E08000032,Physical audiobook,Unknown,2024-02-01/P1M,748
E08000032,Physical audiobook,Unknown,2024-03-01/P1M,754
E08000032,Physical audiobook,Unknown,2023-04-01/P1M,2159
E08000032,Physical audiobook,Unknown,2023-05-01/P1M,2237
E08000032,Physical audiobook,Unknown,2023-06-01/P1M,2127
E08000032,Physical audiobook,Unknown,2023-07-01/P1M,2193
E08000032,Physical audiobook,Unknown,2023-08-01/P1M,2387
E08000032,Physical audiobook,Unknown,2023-09-01/P1M,2257
E08000032,Physical audiobook,Unknown,2023-10-01/P1M,2331
E08000032,Physical audiobook,Unknown,2023-11-01/P1M,2273
E08000032,Physical audiobook,Unknown,2023-12-01/P1M,2136
E08000032,Physical audiobook,Unknown,2024-01-01/P1M,2428
E08000032,Physical audiobook,Unknown,2024-02-01/P1M,2189
E08000032,Physical audiobook,Unknown,2024-03-01/P1M,2404
E08000032,Ebook,Unknown,2023-04-01/P1M,1859
E08000032,Ebook,Unknown,2023-05-01/P1M,1808
E08000032,Ebook,Unknown,2023-06-01/P1M,1770
E08000032,Ebook,Unknown,2023-07-01/P1M,1894
E08000032,Ebook,Unknown,2023-08-01/P1M,2080
E08000032,Ebook,Unknown,2023-09-01/P1M,1928
E08000032,Ebook,Unknown,2023-10-01/P1M,2077
E08000032,Ebook,Unknown,2023-11-01/P1M,1916
E08000032,Ebook,Unknown,2023-12-01/P1M,1970
E08000032,Ebook,Unknown,2024-01-01/P1M,2101
E08000032,Ebook,Unknown,2024-02-01/P1M,1941
E08000032,Ebook,Unknown,2024-03-01/P1M,1985
E09000005,Physical book,Adult,2023-04-01/P1M,19689
E09000005,Physical book,Adult,2023-05-01/P1M,23169
E09000005,Physical book,Adult,2023-06-01/P1M,21670
E09000005,Physical book,Adult,2023-07-01/P1M,22981
E09000005,Physical book,Adult,2023-08-01/P1M,23479
E09000005,Physical book,Adult,2023-09-01/P1M,22219
E09000005,Physical book,Adult,2023-10-01/P1M,22999
E09000005,Physical book,Adult,2023-11-01/P1M,21932
E09000005,Physical book,Adult,2023-12-01/P1M,20074
E09000005,Physical book,Adult,2024-01-01/P1M,21614
E09000005,Physical book,Adult,2024-02-01/P1M,19863
E09000005,Physical book,Adult,2024-03-01/P1M,20527
E09000005,Physical book,Under 12,2023-04-01/P1M,33164
E09000005,Physical book,Under 12,2023-05-01/P1M,35500
E09000005,Physical book,Under 12,2023-06-01/P1M,32157
E09000005,Physical book,Under 12,2023-07-01/P1M,40052
E09000005,Physical book,Under 12,2023-08-01/P1M,42241
E09000005,Physical book,Under 12,2023-09-01/P1M,36233
E09000005,Physical book,Under 12,2023-10-01/P1M,39222
E09000005,Physical book,Under 12,2023-11-01/P1M,36277
E09000005,Physical book,Under 12,2023-12-01/P1M,33113
E09000005,Physical book,Under 12,2024-01-01/P1M,39585
E09000005,Physical book,Under 12,2024-02-01/P1M,33527
E09000005,Physical book,Under 12,2024-03-01/P1M,32248
E09000005,Physical book,12-17,2023-04-01/P1M,587
E09000005,Physical book,12-17,2023-05-01/P1M,632
E09000005,Physical book,12-17,2023-06-01/P1M,585
E09000005,Physical book,12-17,2023-07-01/P1M,868
E09000005,Physical book,12-17,2023-08-01/P1M,1069
E09000005,Physical book,12-17,2023-09-01/P1M,782
E09000005,Physical book,12-17,2023-10-01/P1M,810
E09000005,Physical book,12-17,2023-11-01/P1M,745
E09000005,Physical book,12-17,2023-12-01/P1M,673
E09000005,Physical book,12-17,2024-01-01/P1M,777
E09000005,Physical book,12-17,2024-02-01/P1M,758
E09000005,Physical book,12-17,2024-03-01/P1M,685
E09000005,Physical audiobook,Adult,2023-04-01/P1M,115
E09000005,Physical audiobook,Adult,2023-05-01/P1M,138
E09000005,Physical audiobook,Adult,2023-06-01/P1M,141
E09000005,Physical audiobook,Adult,2023-07-01/P1M,128
E09000005,Physical audiobook,Adult,2023-08-01/P1M,127
E09000005,Physical audiobook,Adult,2023-09-01/P1M,144
E09000005,Physical audiobook,Adult,2023-10-01/P1M,144
E09000005,Physical audiobook,Adult,2023-11-01/P1M,162
E09000005,Physical audiobook,Adult,2023-12-01/P1M,163
E09000005,Physical audiobook,Adult,2024-01-01/P1M,127
E09000005,Physical audiobook,Adult,2024-02-01/P1M,115
E09000005,Physical audiobook,Adult,2024-03-01/P1M,115
E09000005,Physical audiobook,Under 12,2023-04-01/P1M,27
E09000005,Physical audiobook,Under 12,2023-05-01/P1M,37
E09000005,Physical audiobook,Under 12,2023-06-01/P1M,33
E09000005,Physical audiobook,Under 12,2023-07-01/P1M,38
E09000005,Physical audiobook,Under 12,2023-08-01/P1M,61
E09000005,Physical audiobook,Under 12,2023-09-01/P1M,61
E09000005,Physical audiobook,Under 12,2023-10-01/P1M,27
E09000005,Physical audiobook,Under 12,2023-11-01/P1M,27
E09000005,Physical audiobook,Under 12,2023-12-01/P1M,29
E09000005,Physical audiobook,Under 12,2024-01-01/P1M,44
E09000005,Physical audiobook,Under 12,2024-02-01/P1M,27
E09000005,Physical audiobook,Under 12,2024-03-01/P1M,27
E09000005,Ebook,Adult,2023-04-01/P1M,2493
E09000005,Ebook,Adult,2023-05-01/P1M,2398
E09000005,Ebook,Adult,2023-06-01/P1M,2359
E09000005,Ebook,Adult,2023-07-01/P1M,2655
E09000005,Ebook,Adult,2023-08-01/P1M,2835
E09000005,Ebook,Adult,2023-09-01/P1M,2555
E09000005,Ebook,Adult,2023-10-01/P1M,2799
E09000005,Ebook,Adult,2023-11-01/P1M,2457
E09000005,Ebook,Adult,2023-12-01/P1M,2639
E09000005,Ebook,Adult,2024-01-01/P1M,2625
E09000005,Ebook,Adult,2024-02-01/P1M,2590
E09000005,Ebook,Adult,2024-03-01/P1M,2725
E09000005,Ebook,Under 12,2023-04-01/P1M,712
E09000005,Ebook,Under 12,2023-05-01/P1M,686
E09000005,Ebook,Under 12,2023-06-01/P1M,674
E09000005,Ebook,Under 12,2023-07-01/P1M,762
E09000005,Ebook,Under 12,2023-08-01/P1M,810
E09000005,Ebook,Under 12,2023-09-01/P1M,730
E09000005,Ebook,Under 12,2023-10-01/P1M,820
E09000005,Ebook,Under 12,2023-11-01/P1M,710
E09000005,Ebook,Under 12,2023-12-01/P1M,754
E09000005,Ebook,Under 12,2024-01-01/P1M,748
E09000005,Ebook,Under 12,2024-02-01/P1M,741
E09000005,Ebook,Under 12,2024-03-01/P1M,779
E09000005,Ebook,12-17,2023-04-01/P1M,357
E09000005,Ebook,12-17,2023-05-01/P1M,343
E09000005,Ebook,12-17,2023-06-01/P1M,341
E09000005,Ebook,12-17,2023-07-01/P1M,385
E09000005,Ebook,12-17,2023-08-01/P1M,407
E09000005,Ebook,12-17,2023-09-01/P1M,370
E09000005,Ebook,12-17,2023-10-01/P1M,380
E09000005,Ebook,12-17,2023-11-01/P1M,351
E09000005,Ebook,12-17,2023-12-01/P1M,380
E09000005,Ebook,12-17,2024-01-01/P1M,374
E09000005,Ebook,12-17,2024-02-01/P1M,370
E09000005,Ebook,12-17,2024-03-01/P1M,389
E09000005,Eaudio,Adult,2023-04-01/P1M,2016
E09000005,Eaudio,Adult,2023-05-01/P1M,2198
E09000005,Eaudio,Adult,2023-06-01/P1M,2079
E09000005,Eaudio,Adult,2023-07-01/P1M,2219
E09000005,Eaudio,Adult,2023-08-01/P1M,2254
E09000005,Eaudio,Adult,2023-09-01/P1M,2098
E09000005,Eaudio,Adult,2023-10-01/P1M,2289
E09000005,Eaudio,Adult,2023-11-01/P1M,2093
E09000005,Eaudio,Adult,2023-12-01/P1M,1967
E09000005,Eaudio,Adult,2024-01-01/P1M,2275
E09000005,Eaudio,Adult,2024-02-01/P1M,2177
E09000005,Eaudio,Adult,2024-03-01/P1M,2198
E09000005,Eaudio,Under 12,2023-04-01/P1M,576
E09000005,Eaudio,Under 12,2023-05-01/P1M,632
E09000005,Eaudio,Under 12,2023-06-01/P1M,602
E09000005,Eaudio,Under 12,2023-07-01/P1M,636
E09000005,Eaudio,Under 12,2023-08-01/P1M,644
E09000005,Eaudio,Under 12,2023-09-01/P1M,605
E09000005,Eaudio,Under 12,2023-10-01/P1M,657
E09000005,Eaudio,Under 12,2023-11-01/P1M,605
E09000005,Eaudio,Under 12,2023-12-01/P1M,567
E09000005,Eaudio,Under 12,2024-01-01/P1M,654
E09000005,Eaudio,Under 12,2024-02-01/P1M,625
E09000005,Eaudio,Under 12,2024-03-01/P1M,628
E09000005,Eaudio,12-17,2023-04-01/P1M,294
E09000005,Eaudio,12-17,2023-05-01/P1M,314
E09000005,Eaudio,12-17,2023-06-01/P1M,297
E09000005,Eaudio,12-17,2023-07-01/P1M,317
E09000005,Eaudio,12-17,2023-08-01/P1M,330
E09000005,Eaudio,12-17,2023-09-01/P1M,302
E09000005,Eaudio,12-17,2023-10-01/P1M,327
E09000005,Eaudio,12-17,2023-11-01/P1M,299
E09000005,Eaudio,12-17,2023-12-01/P1M,281
E09000005,Eaudio,12-17,2024-01-01/P1M,325
E09000005,Eaudio,12-17,2024-02-01/P1M,311
E09000005,Eaudio,12-17,2024-03-01/P1M,314
E06000023,Physical book,Adult,2023-04-01/P1M,53285
E06000023,Physical book,Adult,2023-05-01/P1M,58510
E06000023,Physical book,Adult,2023-06-01/P1M,54875
E06000023,Physical book,Adult,2023-07-01/P1M,58762
E06000023,Physical book,Adult,2023-08-01/P1M,59189
E06000023,Physical book,Adult,2023-09-01/P1M,56491
E06000023,Physical book,Adult,2023-10-01/P1M,56018
E06000023,Physical book,Adult,2023-11-01/P1M,54104
E06000023,Physical book,Adult,2023-12-01/P1M,54879
E06000023,Physical book,Adult,2024-01-01/P1M,58239
E06000023,Physical book,Adult,2024-02-01/P1M,51155
E06000023,Physical book,Adult,2024-03-01/P1M,56159
E06000023,Physical book,Under 12,2023-04-01/P1M,52352
E06000023,Physical book,Under 12,2023-05-01/P1M,51055
E06000023,Physical book,Under 12,2023-06-01/P1M,49337
E06000023,Physical book,Under 12,2023-07-01/P1M,62485
E06000023,Physical book,Under 12,2023-08-01/P1M,62125
E06000023,Physical book,Under 12,2023-09-01/P1M,55514
E06000023,Physical book,Under 12,2023-10-01/P1M,54870
E06000023,Physical book,Under 12,2023-11-01/P1M,50941
E06000023,Physical book,Under 12,2023-12-01/P1M,45971
E06000023,Physical book,Under 12,2024-01-01/P1M,52304
E06000023,Physical book,Under 12,2024-02-01/P1M,48437
E06000023,Physical book,Under 12,2024-03-01/P1M,51493
E06000023,Physical book,12-17,2023-04-01/P1M,1901
E06000023,Physical book,12-17,2023-05-01/P1M,2212
E06000023,Physical book,12-17,2023-06-01/P1M,1991
E06000023,Physical book,12-17,2023-07-01/P1M,2427
E06000023,Physical book,12-17,2023-08-01/P1M,2491
E06000023,Physical book,12-17,2023-09-01/P1M,2231
E06000023,Physical book,12-17,2023-10-01/P1M,2302
E06000023,Physical book,12-17,2023-11-01/P1M,1957
E06000023,Physical book,12-17,2023-12-01/P1M,1910
E06000023,Physical book,12-17,2024-01-01/P1M,1837
E06000023,Physical book,12-17,2024-02-01/P1M,1709
E06000023,Physical book,12-17,2024-03-01/P1M,2027
E06000023,Physical audiobook,Adult,2023-04-01/P1M,900
E06000023,Physical audiobook,Adult,2023-05-01/P1M,928
E06000023,Physical audiobook,Adult,2023-06-01/P1M,869
E06000023,Physical audiobook,Adult,2023-07-01/P1M,912
E06000023,Physical audiobook,Adult,2023-08-01/P1M,908
E06000023,Physical audiobook,Adult,2023-09-01/P1M,821
E06000023,Physical audiobook,Adult,2023-10-01/P1M,800
E06000023,Physical audiobook,Adult,2023-11-01/P1M,953
E06000023,Physical audiobook,Adult,2023-12-01/P1M,829
E06000023,Physical audiobook,Adult,2024-01-01/P1M,997
E06000023,Physical audiobook,Adult,2024-02-01/P1M,743
E06000023,Physical audiobook,Adult,2024-03-01/P1M,767
E06000023,Physical audiobook,Under 12,2023-04-01/P1M,575
E06000023,Physical audiobook,Under 12,2023-05-01/P1M,435
E06000023,Physical audiobook,Under 12,2023-06-01/P1M,417
E06000023,Physical audiobook,Under 12,2023-07-01/P1M,534
E06000023,Physical audiobook,Under 12,2023-08-01/P1M,706
E06000023,Physical audiobook,Under 12,2023-09-01/P1M,493
E06000023,Physical audiobook,Under 12,2023-10-01/P1M,536
E06000023,Physical audiobook,Under 12,2023-11-01/P1M,482
E06000023,Physical audiobook,Under 12,2023-12-01/P1M,542
E06000023,Physical audiobook,Under 12,2024-01-01/P1M,610
E06000023,Physical audiobook,Under 12,2024-02-01/P1M,487
E06000023,Physical audiobook,Under 12,2024-03-01/P1M,542
E06000023,Ebook,Unknown,2023-04-01/P1M,6301
E06000023,Ebook,Unknown,2023-05-01/P1M,6139
E06000023,Ebook,Unknown,2023-06-01/P1M,5774
E06000023,Ebook,Unknown,2023-07-01/P1M,6096
E06000023,Ebook,Unknown,2023-08-01/P1M,6449
E06000023,Ebook,Unknown,2023-09-01/P1M,5560
E06000023,Ebook,Unknown,2023-10-01/P1M,5417
E06000023,Ebook,Unknown,2023-11-01/P1M,4958
E06000023,Ebook,Unknown,2023-12-01/P1M,5027
E06000023,Ebook,Unknown,2024-01-01/P1M,5267
E06000023,Ebook,Unknown,2024-02-01/P1M,4850
E06000023,Ebook,Unknown,2024-03-01/P1M,5160
E06000023,Physical audiobook,Unknown,2023-04-01/P1M,15561
E06000023,Physical audiobook,Unknown,2023-05-01/P1M,15807
E06000023,Physical audiobook,Unknown,2023-06-01/P1M,14903
E06000023,Physical audiobook,Unknown,2023-07-01/P1M,15923
E06000023,Physical audiobook,Unknown,2023-08-01/P1M,17008
E06000023,Physical audiobook,Unknown,2023-09-01/P1M,15880
E06000023,Physical audiobook,Unknown,2023-10-01/P1M,16472
E06000023,Physical audiobook,Unknown,2023-11-01/P1M,15556
E06000023,Physical audiobook,Unknown,2023-12-01/P1M,16102
E06000023,Physical audiobook,Unknown,2024-01-01/P1M,16979
E06000023,Physical audiobook,Unknown,2024-02-01/P1M,16219
E06000023,Physical audiobook,Unknown,2024-03-01/P1M,17726
E09000006,Physical book,Adult,2023-04-01/P1M,50578
E09000006,Physical book,Adult,2023-05-01/P1M,51850
E09000006,Physical book,Adult,2023-06-01/P1M,50755
E09000006,Physical book,Adult,2023-07-01/P1M,54954
E09000006,Physical book,Adult,2023-08-01/P1M,56797
E09000006,Physical book,Adult,2023-09-01/P1M,54063
E09000006,Physical book,Adult,2023-10-01/P1M,54220
E09000006,Physical book,Adult,2023-11-01/P1M,49192
E09000006,Physical book,Adult,2023-12-01/P1M,48137
E09000006,Physical book,Adult,2024-01-01/P1M,53549
E09000006,Physical book,Adult,2024-02-01/P1M,50902
E09000006,Physical book,Adult,2024-03-01/P1M,53322
E09000006,Physical book,Under 12,2023-04-01/P1M,61210
E09000006,Physical book,Under 12,2023-05-01/P1M,59997
E09000006,Physical book,Under 12,2023-06-01/P1M,55882
E09000006,Physical book,Under 12,2023-07-01/P1M,74447
E09000006,Physical book,Under 12,2023-08-01/P1M,73976
