Authority,Event type,Age group,Month,Count
Sunderland,Physical,12-17,2024-03,
Sunderland,Physical,All Ages,2023-04,48
Sunderland,Physical,All Ages,2023-05,43
Sunderland,Physical,All Ages,2023-06,32
Sunderland,Physical,All Ages,2023-07,50
Sunderland,Physical,All Ages,2023-08,69
Sunderland,Physical,All Ages,2023-09,40
Sunderland,Physical,All Ages,2023-10,93
Sunderland,Physical,All Ages,2023-11,26
Sunderland,Physical,All Ages,2023-12,6
Sunderland,Physical,All Ages,2024-01,8
Sunderland,Physical,All Ages,2024-02,19
Sunderland,Physical,All Ages,2024-03,22
Sunderland,Digital,Adults,2023-04,
Sunderland,Digital,Adults,2023-05,
Sunderland,Digital,Adults,2023-06,
Sunderland,Digital,Adults,2023-07,
Sunderland,Digital,Adults,2023-08,
Sunderland,Digital,Adults,2023-09,
Sunderland,Digital,Adults,2023-10,
Sunderland,Digital,Adults,2023-11,
Sunderland,Digital,Adults,2023-12,
Sunderland,Digital,Adults,2024-01,
Sunderland,Digital,Adults,2024-02,
Sunderland,Digital,Adults,2024-03,
Sunderland,Digital,Under 12,2023-04,
Sunderland,Digital,Under 12,2023-05,
Sunderland,Digital,Under 12,2023-06,
Sunderland,Digital,Under 12,2023-07,
Sunderland,Digital,Under 12,2023-08,
Sunderland,Digital,Under 12,2023-09,
Sunderland,Digital,Under 12,2023-10,
Sunderland,Digital,Under 12,2023-11,
Sunderland,Digital,Under 12,2023-12,
Sunderland,Digital,Under 12,2024-01,
Sunderland,Digital,Under 12,2024-02,
Sunderland,Digital,Under 12,2024-03,
Sunderland,Digital,12-17,2023-04,
Sunderland,Digital,12-17,2023-05,
Sunderland,Digital,12-17,2023-06,
Sunderland,Digital,12-17,2023-07,
Sunderland,Digital,12-17,2023-08,
Sunderland,Digital,12-17,2023-09,
Sunderland,Digital,12-17,2023-10,
Sunderland,Digital,12-17,2023-11,
Sunderland,Digital,12-17,2023-12,
Sunderland,Digital,12-17,2024-01,
Sunderland,Digital,12-17,2024-02,
Sunderland,Digital,12-17,2024-03,
Sunderland,Digital,All Ages,2023-04,
Sunderland,Digital,All Ages,2023-05,
Sunderland,Digital,All Ages,2023-06,
Sunderland,Digital,All Ages,2023-07,
Sunderland,Digital,All Ages,2023-08,
Sunderland,Digital,All Ages,2023-09,
Sunderland,Digital,All Ages,2023-10,
Sunderland,Digital,All Ages,2023-11,
Sunderland,Digital,All Ages,2023-12,
Sunderland,Digital,All Ages,2024-01,
Sunderland,Digital,All Ages,2024-02,
Sunderland,Digital,All Ages,2024-03,
Surrey,Physical,Adults,2023-04,94
Surrey,Physical,Adults,2023-05,96
Surrey,Physical,Adults,2023-06,121
Surrey,Physical,Adults,2023-07,92
Surrey,Physical,Adults,2023-08,89
Surrey,Physical,Adults,2023-09,104
Surrey,Physical,Adults,2023-10,148
Surrey,Physical,Adults,2023-11,152
Surrey,Physical,Adults,2023-12,112
Surrey,Physical,Adults,2024-01,138
Surrey,Physical,Adults,2024-02,164
Surrey,Physical,Adults,2024-03,149
Surrey,Physical,Under 12,2023-04,472
Surrey,Physical,Under 12,2023-05,495
Surrey,Physical,Under 12,2023-06,573
Surrey,Physical,Under 12,2023-07,555
Surrey,Physical,Under 12,2023-08,605
Surrey,Physical,Under 12,2023-09,484
Surrey,Physical,Under 12,2023-10,557
Surrey,Physical,Under 12,2023-11,521
Surrey,Physical,Under 12,2023-12,486
Surrey,Physical,Under 12,2024-01,484
Surrey,Physical,Under 12,2024-02,601
Surrey,Physical,Under 12,2024-03,604
Surrey,Physical,12-17,2023-04,9
Surrey,Physical,12-17,2023-05,19
Surrey,Physical,12-17,2023-06,8
Surrey,Physical,12-17,2023-07,8
Surrey,Physical,12-17,2023-08,5
Surrey,Physical,12-17,2023-09,7
Surrey,Physical,12-17,2023-10,4
Surrey,Physical,12-17,2023-11,13
Surrey,Physical,12-17,2023-12,3
Surrey,Physical,12-17,2024-01,8
Surrey,Physical,12-17,2024-02,10
Surrey,Physical,12-17,2024-03,20
Surrey,Physical,All Ages,2023-04,179
Surrey,Physical,All Ages,2023-05,231
Surrey,Physical,All Ages,2023-06,219
Surrey,Physical,All Ages,2023-07,241
Surrey,Physical,All Ages,2023-08,239
Surrey,Physical,All Ages,2023-09,215
Surrey,Physical,All Ages,2023-10,256
Surrey,Physical,All Ages,2023-11,195
Surrey,Physical,All Ages,2023-12,157
Surrey,Physical,All Ages,2024-01,181
Surrey,Physical,All Ages,2024-02,174
Surrey,Physical,All Ages,2024-03,184
Surrey,Digital,Adults,2023-04,
Surrey,Digital,Adults,2023-05,
Surrey,Digital,Adults,2023-06,
Surrey,Digital,Adults,2023-07,
Surrey,Digital,Adults,2023-08,
Surrey,Digital,Adults,2023-09,
Surrey,Digital,Adults,2023-10,
Surrey,Digital,Adults,2023-11,
Surrey,Digital,Adults,2023-12,
Surrey,Digital,Adults,2024-01,
Surrey,Digital,Adults,2024-02,
Surrey,Digital,Adults,2024-03,
Surrey,Digital,Under 12,2023-04,
Surrey,Digital,Under 12,2023-05,
Surrey,Digital,Under 12,2023-06,
Surrey,Digital,Under 12,2023-07,
Surrey,Digital,Under 12,2023-08,
Surrey,Digital,Under 12,2023-09,
Surrey,Digital,Under 12,2023-10,
Surrey,Digital,Under 12,2023-11,
Surrey,Digital,Under 12,2023-12,
Surrey,Digital,Under 12,2024-01,
Surrey,Digital,Under 12,2024-02,
Surrey,Digital,Under 12,2024-03,
Surrey,Digital,12-17,2023-04,
Surrey,Digital,12-17,2023-05,
Surrey,Digital,12-17,2023-06,
Surrey,Digital,12-17,2023-07,
Surrey,Digital,12-17,2023-08,
Surrey,Digital,12-17,2023-09,
Surrey,Digital,12-17,2023-10,
Surrey,Digital,12-17,2023-11,
Surrey,Digital,12-17,2023-12,
Surrey,Digital,12-17,2024-01,
Surrey,Digital,12-17,2024-02,
Surrey,Digital,12-17,2024-03,
Surrey,Digital,All Ages,2023-04,
Surrey,Digital,All Ages,2023-05,
Surrey,Digital,All Ages,2023-06,
Surrey,Digital,All Ages,2023-07,
Surrey,Digital,All Ages,2023-08,
Surrey,Digital,All Ages,2023-09,
Surrey,Digital,All Ages,2023-10,
Surrey,Digital,All Ages,2023-11,
Surrey,Digital,All Ages,2023-12,
Surrey,Digital,All Ages,2024-01,
Surrey,Digital,All Ages,2024-02,
Surrey,Digital,All Ages,2024-03,
Swindon,Physical,Adults,2023-04,
Swindon,Physical,Adults,2023-05,
Swindon,Physical,Adults,2023-06,
Swindon,Physical,Adults,2023-07,
Swindon,Physical,Adults,2023-08,
Swindon,Physical,Adults,2023-09,
Swindon,Physical,Adults,2023-10,
Swindon,Physical,Adults,2023-11,
Swindon,Physical,Adults,2023-12,
Swindon,Physical,Adults,2024-01,
Swindon,Physical,Adults,2024-02,
Swindon,Physical,Adults,2024-03,
Swindon,Physical,Under 12,2023-04,
Swindon,Physical,Under 12,2023-05,
Swindon,Physical,Under 12,2023-06,
Swindon,Physical,Under 12,2023-07,
Swindon,Physical,Under 12,2023-08,
Swindon,Physical,Under 12,2023-09,
Swindon,Physical,Under 12,2023-10,
Swindon,Physical,Under 12,2023-11,
Swindon,Physical,Under 12,2023-12,
Swindon,Physical,Under 12,2024-01,
Swindon,Physical,Under 12,2024-02,
Swindon,Physical,Under 12,2024-03,
Swindon,Physical,12-17,2023-04,
Swindon,Physical,12-17,2023-05,
Swindon,Physical,12-17,2023-06,
Swindon,Physical,12-17,2023-07,
Swindon,Physical,12-17,2023-08,
Swindon,Physical,12-17,2023-09,
Swindon,Physical,12-17,2023-10,
Swindon,Physical,12-17,2023-11,
Swindon,Physical,12-17,2023-12,
Swindon,Physical,12-17,2024-01,
Swindon,Physical,12-17,2024-02,
Swindon,Physical,12-17,2024-03,
Swindon,Physical,All Ages,2023-04,
Swindon,Physical,All Ages,2023-05,
Swindon,Physical,All Ages,2023-06,
Swindon,Physical,All Ages,2023-07,
Swindon,Physical,All Ages,2023-08,
Swindon,Physical,All Ages,2023-09,
Swindon,Physical,All Ages,2023-10,
Swindon,Physical,All Ages,2023-11,
Swindon,Physical,All Ages,2023-12,
Swindon,Physical,All Ages,2024-01,
Swindon,Physical,All Ages,2024-02,
Swindon,Physical,All Ages,2024-03,
Swindon,Digital,Adults,2023-04,
Swindon,Digital,Adults,2023-05,
Swindon,Digital,Adults,2023-06,
Swindon,Digital,Adults,2023-07,
Swindon,Digital,Adults,2023-08,
Swindon,Digital,Adults,2023-09,
Swindon,Digital,Adults,2023-10,
Swindon,Digital,Adults,2023-11,
Swindon,Digital,Adults,2023-12,
Swindon,Digital,Adults,2024-01,
Swindon,Digital,Adults,2024-02,
Swindon,Digital,Adults,2024-03,
Swindon,Digital,Under 12,2023-04,
Swindon,Digital,Under 12,2023-05,
Swindon,Digital,Under 12,2023-06,
Swindon,Digital,Under 12,2023-07,
Swindon,Digital,Under 12,2023-08,
Swindon,Digital,Under 12,2023-09,
Swindon,Digital,Under 12,2023-10,
Swindon,Digital,Under 12,2023-11,
Swindon,Digital,Under 12,2023-12,
Swindon,Digital,Under 12,2024-01,
Swindon,Digital,Under 12,2024-02,
Swindon,Digital,Under 12,2024-03,
Swindon,Digital,12-17,2023-04,
Swindon,Digital,12-17,2023-05,
Swindon,Digital,12-17,2023-06,
Swindon,Digital,12-17,2023-07,
Swindon,Digital,12-17,2023-08,
Swindon,Digital,12-17,2023-09,
Swindon,Digital,12-17,2023-10,
Swindon,Digital,12-17,2023-11,
Swindon,Digital,12-17,2023-12,
Swindon,Digital,12-17,2024-01,
Swindon,Digital,12-17,2024-02,
Swindon,Digital,12-17,2024-03,
Swindon,Digital,All Ages,2023-04,
Swindon,Digital,All Ages,2023-05,
Swindon,Digital,All Ages,2023-06,
Swindon,Digital,All Ages,2023-07,
Swindon,Digital,All Ages,2023-08,
Swindon,Digital,All Ages,2023-09,
Swindon,Digital,All Ages,2023-10,
Swindon,Digital,All Ages,2023-11,
Swindon,Digital,All Ages,2023-12,
Swindon,Digital,All Ages,2024-01,
Swindon,Digital,All Ages,2024-02,
Swindon,Digital,All Ages,2024-03,
Tameside,Physical,Adults,2023-04,59
Tameside,Physical,Adults,2023-05,64
Tameside,Physical,Adults,2023-06,68
Tameside,Physical,Adults,2023-07,68
Tameside,Physical,Adults,2023-08,61
Tameside,Physical,Adults,2023-09,62
Tameside,Physical,Adults,2023-10,62
Tameside,Physical,Adults,2023-11,84
Tameside,Physical,Adults,2023-12,49
Tameside,Physical,Adults,2024-01,63
Tameside,Physical,Adults,2024-02,69
Tameside,Physical,Adults,2024-03,62
Tameside,Physical,Under 12,2023-04,56
Tameside,Physical,Under 12,2023-05,50
Tameside,Physical,Under 12,2023-06,66
Tameside,Physical,Under 12,2023-07,77
Tameside,Physical,Under 12,2023-08,56
Tameside,Physical,Under 12,2023-09,39
Tameside,Physical,Under 12,2023-10,8
Tameside,Physical,Under 12,2023-11,65
Tameside,Physical,Under 12,2023-12,44
Tameside,Physical,Under 12,2024-01,5
Tameside,Physical,Under 12,2024-02,70
Tameside,Physical,Under 12,2024-03,89
Tameside,Physical,12-17,2023-04,
Tameside,Physical,12-17,2023-05,1
Tameside,Physical,12-17,2023-06,2
Tameside,Physical,12-17,2023-07,
Tameside,Physical,12-17,2023-08,
Tameside,Physical,12-17,2023-09,
Tameside,Physical,12-17,2023-10,
Tameside,Physical,12-17,2023-11,
Tameside,Physical,12-17,2023-12,
Tameside,Physical,12-17,2024-01,
Tameside,Physical,12-17,2024-02,
Tameside,Physical,12-17,2024-03,
Tameside,Physical,All Ages,2023-04,1
Tameside,Physical,All Ages,2023-05,
Tameside,Physical,All Ages,2023-06,
Tameside,Physical,All Ages,2023-07,
Tameside,Physical,All Ages,2023-08,1
Tameside,Physical,All Ages,2023-09,
Tameside,Physical,All Ages,2023-10,
Tameside,Physical,All Ages,2023-11,
Tameside,Physical,All Ages,2023-12,
Tameside,Physical,All Ages,2024-01,
Tameside,Physical,All Ages,2024-02,1
Tameside,Physical,All Ages,2024-03,
Tameside,Digital,Adults,2023-04,
Tameside,Digital,Adults,2023-05,1
Tameside,Digital,Adults,2023-06,1
Tameside,Digital,Adults,2023-07,1
Tameside,Digital,Adults,2023-08,
Tameside,Digital,Adults,2023-09,
Tameside,Digital,Adults,2023-10,1
Tameside,Digital,Adults,2023-11,1
Tameside,Digital,Adults,2023-12,1
Tameside,Digital,Adults,2024-01,
Tameside,Digital,Adults,2024-02,1
Tameside,Digital,Adults,2024-03,
Tameside,Digital,Under 12,2023-04,3
Tameside,Digital,Under 12,2023-05,4
Tameside,Digital,Under 12,2023-06,
Tameside,Digital,Under 12,2023-07,1
Tameside,Digital,Under 12,2023-08,
Tameside,Digital,Under 12,2023-09,
Tameside,Digital,Under 12,2023-10,3
Tameside,Digital,Under 12,2023-11,4
Tameside,Digital,Under 12,2023-12,2
Tameside,Digital,Under 12,2024-01,4
Tameside,Digital,Under 12,2024-02,5
Tameside,Digital,Under 12,2024-03,4
Tameside,Digital,12-17,2023-04,
Tameside,Digital,12-17,2023-05,
Tameside,Digital,12-17,2023-06,
Tameside,Digital,12-17,2023-07,
Tameside,Digital,12-17,2023-08,
Tameside,Digital,12-17,2023-09,
Tameside,Digital,12-17,2023-10,
Tameside,Digital,12-17,2023-11,
Tameside,Digital,12-17,2023-12,
Tameside,Digital,12-17,2024-01,
Tameside,Digital,12-17,2024-02,
Tameside,Digital,12-17,2024-03,
Tameside,Digital,All Ages,2023-04,
Tameside,Digital,All Ages,2023-05,
Tameside,Digital,All Ages,2023-06,
Tameside,Digital,All Ages,2023-07,
Tameside,Digital,All Ages,2023-08,
Tameside,Digital,All Ages,2023-09,
Tameside,Digital,All Ages,2023-10,
Tameside,Digital,All Ages,2023-11,
Tameside,Digital,All Ages,2023-12,
Tameside,Digital,All Ages,2024-01,
Tameside,Digital,All Ages,2024-02,
Tameside,Digital,All Ages,2024-03,
Telford and Wrekin,Physical,Adults,2023-04,3
Telford and Wrekin,Physical,Adults,2023-05,5
Telford and Wrekin,Physical,Adults,2023-06,
Telford and Wrekin,Physical,Adults,2023-07,
Telford and Wrekin,Physical,Adults,2023-08,1
Telford and Wrekin,Physical,Adults,2023-09,
Telford and Wrekin,Physical,Adults,2023-10,
Telford and Wrekin,Physical,Adults,2023-11,
Telford and Wrekin,Physical,Adults,2023-12,
Telford and Wrekin,Physical,Adults,2024-01,
Telford and Wrekin,Physical,Adults,2024-02,
Telford and Wrekin,Physical,Adults,2024-03,
Telford and Wrekin,Physical,Under 12,2023-04,14
Telford and Wrekin,Physical,Under 12,2023-05,21
Telford and Wrekin,Physical,Under 12,2023-06,20
Telford and Wrekin,Physical,Under 12,2023-07,19
Telford and Wrekin,Physical,Under 12,2023-08,21
Telford and Wrekin,Physical,Under 12,2023-09,16
Telford and Wrekin,Physical,Under 12,2023-10,18
Telford and Wrekin,Physical,Under 12,2023-11,15
Telford and Wrekin,Physical,Under 12,2023-12,12
Telford and Wrekin,Physical,Under 12,2024-01,19
Telford and Wrekin,Physical,Under 12,2024-02,18
Telford and Wrekin,Physical,Under 12,2024-03,16
Telford and Wrekin,Physical,12-17,2023-04,
Telford and Wrekin,Physical,12-17,2023-05,
Telford and Wrekin,Physical,12-17,2023-06,
Telford and Wrekin,Physical,12-17,2023-07,2
Telford and Wrekin,Physical,12-17,2023-08,
Telford and Wrekin,Physical,12-17,2023-09,
Telford and Wrekin,Physical,12-17,2023-10,
Telford and Wrekin,Physical,12-17,2023-11,
Telford and Wrekin,Physical,12-17,2023-12,
Telford and Wrekin,Physical,12-17,2024-01,
Telford and Wrekin,Physical,12-17,2024-02,
Telford and Wrekin,Physical,12-17,2024-03,
Telford and Wrekin,Physical,All Ages,2023-04,
Telford and Wrekin,Physical,All Ages,2023-05,
Telford and Wrekin,Physical,All Ages,2023-06,
Telford and Wrekin,Physical,All Ages,2023-07,1
Telford and Wrekin,Physical,All Ages,2023-08,1
Telford and Wrekin,Physical,All Ages,2023-09,
Telford and Wrekin,Physical,All Ages,2023-10,1
Telford and Wrekin,Physical,All Ages,2023-11,
Telford and Wrekin,Physical,All Ages,2023-12,
Telford and Wrekin,Physical,All Ages,2024-01,
Telford and Wrekin,Physical,All Ages,2024-02,
Telford and Wrekin,Physical,All Ages,2024-03,
Telford and Wrekin,Digital,Adults,2023-04,
Telford and Wrekin,Digital,Adults,2023-05,
Telford and Wrekin,Digital,Adults,2023-06,
Telford and Wrekin,Digital,Adults,2023-07,
Telford and Wrekin,Digital,Adults,2023-08,
Telford and Wrekin,Digital,Adults,2023-09,
Telford and Wrekin,Digital,Adults,2023-10,
Telford and Wrekin,Digital,Adults,2023-11,
Telford and Wrekin,Digital,Adults,2023-12,
Telford and Wrekin,Digital,Adults,2024-01,
Telford and Wrekin,Digital,Adults,2024-02,
Telford and Wrekin,Digital,Adults,2024-03,
Telford and Wrekin,Digital,Under 12,2023-04,
Telford and Wrekin,Digital,Under 12,2023-05,
Telford and Wrekin,Digital,Under 12,2023-06,
Telford and Wrekin,Digital,Under 12,2023-07,
Telford and Wrekin,Digital,Under 12,2023-08,
Telford and Wrekin,Digital,Under 12,2023-09,
Telford and Wrekin,Digital,Under 12,2023-10,
Telford and Wrekin,Digital,Under 12,2023-11,
Telford and Wrekin,Digital,Under 12,2023-12,
Telford and Wrekin,Digital,Under 12,2024-01,
Telford and Wrekin,Digital,Under 12,2024-02,
Telford and Wrekin,Digital,Under 12,2024-03,
Telford and Wrekin,Digital,12-17,2023-04,
Telford and Wrekin,Digital,12-17,2023-05,
Telford and Wrekin,Digital,12-17,2023-06,
Telford and Wrekin,Digital,12-17,2023-07,
Telford and Wrekin,Digital,12-17,2023-08,
Telford and Wrekin,Digital,12-17,2023-09,
Telford and Wrekin,Digital,12-17,2023-10,
Telford and Wrekin,Digital,12-17,2023-11,
Telford and Wrekin,Digital,12-17,2023-12,
Telford and Wrekin,Digital,12-17,2024-01,
Telford and Wrekin,Digital,12-17,2024-02,
Telford and Wrekin,Digital,12-17,2024-03,
Telford and Wrekin,Digital,All Ages,2023-04,
Telford and Wrekin,Digital,All Ages,2023-05,
Telford and Wrekin,Digital,All Ages,2023-06,
Telford and Wrekin,Digital,All Ages,2023-07,
Telford and Wrekin,Digital,All Ages,2023-08,
Telford and Wrekin,Digital,All Ages,2023-09,
Telford and Wrekin,Digital,All Ages,2023-10,
Telford and Wrekin,Digital,All Ages,2023-11,
Telford and Wrekin,Digital,All Ages,2023-12,
Telford and Wrekin,Digital,All Ages,2024-01,
Telford and Wrekin,Digital,All Ages,2024-02,
Telford and Wrekin,Digital,All Ages,2024-03,
Thurrock,Physical,Adults,2023-04,
Thurrock,Physical,Adults,2023-05,
Thurrock,Physical,Adults,2023-06,
Thurrock,Physical,Adults,2023-07,
Thurrock,Physical,Adults,2023-08,
Thurrock,Physical,Adults,2023-09,
Thurrock,Physical,Adults,2023-10,
Thurrock,Physical,Adults,2023-11,
Thurrock,Physical,Adults,2023-12,
Thurrock,Physical,Adults,2024-01,
Thurrock,Physical,Adults,2024-02,
Thurrock,Physical,Adults,2024-03,
Thurrock,Physical,Under 12,2023-04,
Thurrock,Physical,Under 12,2023-05,
Thurrock,Physical,Under 12,2023-06,
Thurrock,Physical,Under 12,2023-07,
Thurrock,Physical,Under 12,2023-08,
Thurrock,Physical,Under 12,2023-09,
Thurrock,Physical,Under 12,2023-10,
Thurrock,Physical,Under 12,2023-11,
Thurrock,Physical,Under 12,2023-12,
Thurrock,Physical,Under 12,2024-01,
Thurrock,Physical,Under 12,2024-02,
Thurrock,Physical,Under 12,2024-03,
Thurrock,Physical,12-17,2023-04,
Thurrock,Physical,12-17,2023-05,
Thurrock,Physical,12-17,2023-06,
Thurrock,Physical,12-17,2023-07,
Thurrock,Physical,12-17,2023-08,
Thurrock,Physical,12-17,2023-09,
Thurrock,Physical,12-17,2023-10,
Thurrock,Physical,12-17,2023-11,
Thurrock,Physical,12-17,2023-12,
Thurrock,Physical,12-17,2024-01,
Thurrock,Physical,12-17,2024-02,
Thurrock,Physical,12-17,2024-03,
Thurrock,Physical,All Ages,2023-04,
Thurrock,Physical,All Ages,2023-05,
Thurrock,Physical,All Ages,2023-06,
Thurrock,Physical,All Ages,2023-07,
Thurrock,Physical,All Ages,2023-08,
Thurrock,Physical,All Ages,2023-09,
Thurrock,Physical,All Ages,2023-10,
Thurrock,Physical,All Ages,2023-11,
Thurrock,Physical,All Ages,2023-12,
Thurrock,Physical,All Ages,2024-01,
Thurrock,Physical,All Ages,2024-02,
Thurrock,Physical,All Ages,2024-03,
Thurrock,Digital,Adults,2023-04,
Thurrock,Digital,Adults,2023-05,
Thurrock,Digital,Adults,2023-06,
Thurrock,Digital,Adults,2023-07,
Thurrock,Digital,Adults,2023-08,
Thurrock,Digital,Adults,2023-09,
Thurrock,Digital,Adults,2023-10,
Thurrock,Digital,Adults,2023-11,
Thurrock,Digital,Adults,2023-12,
Thurrock,Digital,Adults,2024-01,
Thurrock,Digital,Adults,2024-02,
Thurrock,Digital,Adults,2024-03,
Thurrock,Digital,Under 12,2023-04,
Thurrock,Digital,Under 12,2023-05,
Thurrock,Digital,Under 12,2023-06,
Thurrock,Digital,Under 12,2023-07,
Thurrock,Digital,Under 12,2023-08,
Thurrock,Digital,Under 12,2023-09,
Thurrock,Digital,Under 12,2023-10,
Thurrock,Digital,Under 12,2023-11,
Thurrock,Digital,Under 12,2023-12,
Thurrock,Digital,Under 12,2024-01,
Thurrock,Digital,Under 12,2024-02,
Thurrock,Digital,Under 12,2024-03,
Thurrock,Digital,12-17,2023-04,
Thurrock,Digital,12-17,2023-05,
Thurrock,Digital,12-17,2023-06,
Thurrock,Digital,12-17,2023-07,
Thurrock,Digital,12-17,2023-08,
Thurrock,Digital,12-17,2023-09,
Thurrock,Digital,12-17,2023-10,
Thurrock,Digital,12-17,2023-11,
Thurrock,Digital,12-17,2023-12,
Thurrock,Digital,12-17,2024-01,
Thurrock,Digital,12-17,2024-02,
Thurrock,Digital,12-17,2024-03,
Thurrock,Digital,All Ages,2023-04,
Thurrock,Digital,All Ages,2023-05,
Thurrock,Digital,All Ages,2023-06,
Thurrock,Digital,All Ages,2023-07,
Thurrock,Digital,All Ages,2023-08,
Thurrock,Digital,All Ages,2023-09,
Thurrock,Digital,All Ages,2023-10,
Thurrock,Digital,All Ages,2023-11,
Thurrock,Digital,All Ages,2023-12,
Thurrock,Digital,All Ages,2024-01,
Thurrock,Digital,All Ages,2024-02,
Thurrock,Digital,All Ages,2024-03,
Torbay,Physical,Adults,2023-04,
Torbay,Physical,Adults,2023-05,
Torbay,Physical,Adults,2023-06,
Torbay,Physical,Adults,2023-07,
Torbay,Physical,Adults,2023-08,
Torbay,Physical,Adults,2023-09,
Torbay,Physical,Adults,2023-10,
Torbay,Physical,Adults,2023-11,
Torbay,Physical,Adults,2023-12,
Torbay,Physical,Adults,2024-01,
Torbay,Physical,Adults,2024-02,
